Id,Location,Weekly Cases,Year,Weekly Cases per Million,Weekly Deaths,Weekly Deaths per Million,Total Vaccinations,People Vaccinated,People Fully Vaccinated,Total Boosters,Daily Vaccinations,Total Vaccinations per Hundred,People Vaccinated per Hundred,People Fully Vaccinated per Hundred,Total Boosters per Hundred,Daily Vaccinations per Hundred,Daily People Vaccinated,Daily People Vaccinated per Hundred,Next Week's Deaths
554923046,World,89372.0,2020,11.3,4287.0,0.542,,,,,,,,,,,,,13137.0
519007762,World,109703.0,2020,13.87,5088.0,0.643,,,,,,,,,,,,,15055.0
647238885,World,147586.0,2020,18.66,7398.0,0.935,,,,,,,,,,,,,19152.0
262356871,World,170566.0,2020,21.565,8435.0,1.066,,,,,,,,,,,,,20933.0
887739097,World,198554.0,2020,25.104,9717.0,1.229,,,,,,,,,,,,,23019.0
833077624,World,225280.0,2020,28.483,11223.0,1.419,,,,,,,,,,,,,25462.0
873333646,World,259199.0,2020,32.771,13137.0,1.661,,,,,,,,,,,,,28663.0
179201107,World,292927.0,2020,37.036,15055.0,1.903,,,,,,,,,,,,,31543.0
169574422,World,327325.0,2020,41.385,17040.0,2.154,,,,,,,,,,,,,34291.0
801686552,World,409233.0,2020,51.741,23019.0,2.91,,,,,,,,,,,,,40305.0
302134309,World,445775.0,2020,56.361,25462.0,3.219,,,,,,,,,,,,,43893.0
484545409,World,476004.0,2020,60.183,28663.0,3.624,,,,,,,,,,,,,44690.0
633215027,World,497634.0,2020,62.918,31543.0,3.988,,,,,,,,,,,,,46656.0
710251425,World,544665.0,2020,68.864,43893.0,5.55,,,,,,,,,,,,,47896.0
915721749,World,544952.0,2020,68.9,44690.0,5.65,,,,,,,,,,,,,49441.0
188791381,World,549272.0,2020,69.446,46656.0,5.899,,,,,,,,,,,,,49036.0
798632863,World,551632.0,2020,69.745,47986.0,6.067,,,,,,,,,,,,,48756.0
759636054,World,549752.0,2020,69.507,48312.0,6.108,,,,,,,,,,,,,48629.0
643711776,World,596626.0,2020,75.434,48850.0,6.176,,,,,,,,,,,,,48221.0
313589126,World,593843.0,2020,75.082,49034.0,6.2,,,,,,,,,,,,,48070.0
588128079,World,605970.0,2020,76.615,47896.0,6.056,,,,,,,,,,,,,48244.0
165412502,World,601765.0,2020,76.083,49441.0,6.251,,,,,,,,,,,,,46923.0
166988558,World,609424.0,2020,77.052,49036.0,6.2,,,,,,,,,,,,,46361.0
569740082,World,610730.0,2020,77.217,48756.0,6.164,,,,,,,,,,,,,46031.0
145272728,World,613510.0,2020,77.568,48629.0,6.148,,,,,,,,,,,,,45588.0
875423862,World,575362.0,2020,72.745,48070.0,6.078,,,,,,,,,,,,,43418.0
730769852,World,567128.0,2020,71.704,48244.0,6.1,,,,,,,,,,,,,42820.0
587291646,World,567420.0,2020,71.741,46031.0,5.82,,,,,,,,,,,,,40487.0
454028068,World,572680.0,2020,72.406,45588.0,5.764,,,,,,,,,,,,,40404.0
402871346,World,561855.0,2020,71.037,43418.0,5.489,,,,,,,,,,,,,39460.0
520988028,World,558315.0,2020,70.59,42723.0,5.402,,,,,,,,,,,,,38712.0
567001895,World,557849.0,2020,70.531,41885.0,5.296,,,,,,,,,,,,,38317.0
701725405,World,552794.0,2020,69.892,40487.0,5.119,,,,,,,,,,,,,38694.0
123563620,World,547847.0,2020,69.266,40404.0,5.108,,,,,,,,,,,,,37444.0
721544061,World,551153.0,2020,69.684,39969.0,5.053,,,,,,,,,,,,,37636.0
134425423,World,557606.0,2020,70.5,39460.0,4.989,,,,,,,,,,,,,37098.0
491069806,World,561428.0,2020,70.983,38916.0,4.92,,,,,,,,,,,,,36738.0
209270313,World,573133.0,2020,72.463,38712.0,4.894,,,,,,,,,,,,,35442.0
211127368,World,579536.0,2020,73.273,38317.0,4.845,,,,,,,,,,,,,35405.0
308962889,World,582459.0,2020,73.642,38694.0,4.892,,,,,,,,,,,,,35203.0
984360032,World,588463.0,2020,74.401,37444.0,4.734,,,,,,,,,,,,,35135.0
865725111,World,589554.0,2020,74.539,37636.0,4.758,,,,,,,,,,,,,34668.0
543019025,World,588213.0,2020,74.37,37098.0,4.69,,,,,,,,,,,,,34973.0
378319357,World,593893.0,2020,75.088,36738.0,4.645,,,,,,,,,,,,,34429.0
412600349,World,587725.0,2020,74.308,35442.0,4.481,,,,,,,,,,,,,34369.0
210384080,World,593131.0,2020,74.992,35405.0,4.476,,,,,,,,,,,,,33691.0
549857078,World,607068.0,2020,76.754,35135.0,4.442,,,,,,,,,,,,,33488.0
836730773,World,623253.0,2020,78.8,34973.0,4.422,,,,,,,,,,,,,32760.0
551412477,World,633722.0,2020,80.124,34429.0,4.353,,,,,,,,,,,,,32026.0
576657277,World,654771.0,2020,82.785,34369.0,4.345,,,,,,,,,,,,,31991.0
570397210,World,665232.0,2020,84.108,33691.0,4.26,,,,,,,,,,,,,32079.0
857215180,World,676127.0,2020,85.485,33660.0,4.256,,,,,,,,,,,,,31549.0
442433750,World,697792.0,2020,88.224,32026.0,4.049,,,,,,,,,,,,,31925.0
807793087,World,708908.0,2020,89.63,32079.0,4.056,,,,,,,,,,,,,32631.0
818263653,World,763742.0,2020,96.563,31038.0,3.924,,,,,,,,,,,,,32397.0
541090204,World,775506.0,2020,98.05,31252.0,3.951,,,,,,,,,,,,,33091.0
811027413,World,806536.0,2020,101.973,31925.0,4.036,,,,,,,,,,,,,32917.0
557247313,World,818572.0,2020,103.495,32235.0,4.076,,,,,,,,,,,,,32681.0
536124215,World,842818.0,2020,106.56,32413.0,4.098,,,,,,,,,,,,,32234.0
337785363,World,850832.0,2020,107.574,32397.0,4.096,,,,,,,,,,,,,32766.0
885146868,World,853601.0,2020,107.924,33091.0,4.184,,,,,,,,,,,,,32419.0
582319515,World,878742.0,2020,111.102,32681.0,4.132,,,,,,,,,,,,,34484.0
490065032,World,876450.0,2020,110.813,32335.0,4.088,,,,,,,,,,,,,34723.0
642562387,World,870262.0,2020,110.03,31932.0,4.037,,,,,,,,,,,,,35166.0
770965093,World,874745.0,2020,110.597,32234.0,4.075,,,,,,,,,,,,,35198.0
424429545,World,941271.0,2020,119.008,34484.0,4.36,,,,,,,,,,,,,34411.0
757169164,World,1001918.0,2020,126.676,35166.0,4.446,,,,,,,,,,,,,34075.0
208223820,World,1053832.0,2020,133.24,35198.0,4.45,,,,,,,,,,,,,34331.0
192167618,World,1034772.0,2020,130.83,36128.0,4.568,,,,,,,,,,,,,33320.0
178610040,World,1076307.0,2020,136.081,34385.0,4.347,,,,,,,,,,,,,33197.0
491931421,World,1104542.0,2020,139.651,34411.0,4.351,,,,,,,,,,,,,33071.0
363903640,World,1152164.0,2020,145.672,34075.0,4.308,,,,,,,,,,,,,33620.0
929370012,World,1198692.0,2020,151.555,33320.0,4.213,,,,,,,,,,,,,33916.0
309410790,World,1209008.0,2020,152.859,33543.0,4.241,,,,,,,,,,,,,34116.0
905112554,World,1268035.0,2020,160.322,33071.0,4.181,,,,,,,,,,,,,35525.0
364453673,World,1293407.0,2020,163.53,33464.0,4.231,,,,,,,,,,,,,35858.0
835188350,World,1303442.0,2020,164.799,33620.0,4.251,,,,,,,,,,,,,36363.0
145582200,World,1316745.0,2020,166.481,33692.0,4.26,,,,,,,,,,,,,36697.0
554342032,World,1333870.0,2020,168.646,33916.0,4.288,,,,,,,,,,,,,37181.0
264107946,World,1349215.0,2020,170.586,34116.0,4.313,,,,,,,,,,,,,37341.0
418988400,World,1375229.0,2020,173.875,35525.0,4.492,,,,,,,,,,,,,37219.0
962980288,World,1425553.0,2020,180.238,36363.0,4.598,,,,,,,,,,,,,37771.0
609771815,World,1448735.0,2020,183.169,36697.0,4.64,,,,,,,,,,,,,39176.0
836609883,World,1455581.0,2020,184.034,37181.0,4.701,,,,,,,,,,,,,39784.0
656053660,World,1481992.0,2020,187.373,37341.0,4.721,,,,,,,,,,,,,39327.0
213939080,World,1507962.0,2020,190.657,37219.0,4.706,,,,,,,,,,,,,41182.0
728187739,World,1528494.0,2020,193.253,37573.0,4.75,,,,,,,,,,,,,41655.0
256898839,World,1532746.0,2020,193.79,37771.0,4.776,,,,,,,,,,,,,42166.0
167812355,World,1574252.0,2020,199.038,39784.0,5.03,,,,,,,,,,,,,41200.0
476557568,World,1610084.0,2020,203.569,39701.0,5.02,,,,,,,,,,,,,43155.0
360687940,World,1656024.0,2020,209.377,41182.0,5.207,,,,,,,,,,,,,42434.0
234703485,World,1690823.0,2020,213.777,41655.0,5.267,,,,,,,,,,,,,42544.0
418601517,World,1737057.0,2020,219.622,42166.0,5.331,,,,,,,,,,,,,42682.0
678428392,World,1794056.0,2020,226.829,42434.0,5.365,,,,,,,,,,,,,43398.0
327662858,World,1796123.0,2020,227.09,42544.0,5.379,,,,,,,,,,,,,43469.0
719867758,World,1796505.0,2020,227.138,42610.0,5.387,,,,,,,,,,,,,43633.0
884296379,World,1787048.0,2020,225.943,42427.0,5.364,,,,,,,,,,,,,44696.0
553982010,World,1788234.0,2020,226.093,42667.0,5.395,,,,,,,,,,,,,44141.0
915344848,World,1793290.0,2020,226.732,43398.0,5.487,,,,,,,,,,,,,43694.0
479756652,World,1798317.0,2020,227.368,43469.0,5.496,,,,,,,,,,,,,43664.0
418831083,World,1793234.0,2020,226.725,43622.0,5.515,,,,,,,,,,,,,43503.0
723988205,World,1812202.0,2020,229.123,43633.0,5.517,,,,,,,,,,,,,43501.0
600022070,World,1814472.0,2020,229.41,44133.0,5.58,,,,,,,,,,,,,43119.0
835328840,World,1841818.0,2020,232.868,44696.0,5.651,,,,,,,,,,,,,42371.0
289486824,World,1842121.0,2020,232.906,44141.0,5.581,,,,,,,,,,,,,42807.0
876521528,World,1841846.0,2020,232.871,43694.0,5.524,,,,,,,,,,,,,42269.0
303446176,World,1845321.0,2020,233.31,43664.0,5.521,,,,,,,,,,,,,41913.0
914345456,World,1869867.0,2020,236.414,43503.0,5.5,,,,,,,,,,,,,41514.0
837788547,World,1853569.0,2020,234.353,43501.0,5.5,,,,,,,,,,,,,41293.0
532216575,World,1810178.0,2020,228.867,42371.0,5.357,,,,,,,,,,,,,41027.0
505131828,World,1803866.0,2020,228.069,42807.0,5.412,,,,,,,,,,,,,40531.0
484876345,World,1787369.0,2020,225.983,41913.0,5.299,,,,,,,,,,,,,40564.0
670769178,World,1749321.0,2020,221.173,40824.0,5.162,,,,,,,,,,,,,40132.0
504331044,World,1764619.0,2020,223.107,41027.0,5.187,,,,,,,,,,,,,39722.0
824283198,World,1770608.0,2020,223.864,40564.0,5.129,,,,,,,,,,,,,39289.0
189470047,World,1794401.0,2020,226.872,40194.0,5.082,,,,,,,,,,,,,39335.0
491682955,World,1865857.0,2020,235.907,39770.0,5.028,,,,,,,,,,,,,38365.0
166407483,World,1880016.0,2020,237.697,39335.0,4.973,,,,,,,,,,,,,38383.0
185674158,World,1893356.0,2020,239.384,38647.0,4.886,,,,,,,,,,,,,38327.0
626135895,World,1902694.0,2020,240.564,38506.0,4.868,,,,,,,,,,,,,38153.0
582787233,World,1842907.0,2020,233.005,38365.0,4.851,,,,,,,,,,,,,38436.0
102407834,World,1846259.0,2020,233.429,38329.0,4.846,,,,,,,,,,,,,38037.0
656675513,World,1865118.0,2020,235.813,38258.0,4.837,,,,,,,,,,,,,37637.0
594605032,World,1879871.0,2020,237.679,38383.0,4.853,,,,,,,,,,,,,37503.0
485450855,World,1894458.0,2020,239.523,38327.0,4.846,,,,,,,,,,,,,37730.0
537483636,World,1914237.0,2020,242.024,38153.0,4.824,,,,,,,,,,,,,37746.0
525260180,World,1955943.0,2020,247.297,36998.0,4.678,,,,,,,,,,,,,37562.0
658464354,World,1990081.0,2020,251.613,38436.0,4.86,,,,,,,,,,,,,37148.0
317507786,World,2009879.0,2020,254.116,38037.0,4.809,,,,,,,,,,,,,37811.0
665027055,World,2021110.0,2020,255.536,37637.0,4.759,,,,,,,,,,,,,37849.0
623820720,World,2031552.0,2020,256.856,37503.0,4.742,,,,,,,,,,,,,38011.0
255049930,World,2036101.0,2020,257.431,37730.0,4.77,,,,,,,,,,,,,38165.0
340874469,World,2035306.0,2020,257.331,37562.0,4.749,,,,,,,,,,,,,37714.0
132612508,World,2045945.0,2020,258.676,37811.0,4.781,,,,,,,,,,,,,37568.0
371267366,World,2051334.0,2020,259.357,37849.0,4.785,,,,,,,,,,,,,40783.0
405332553,World,2054856.0,2020,259.803,38011.0,4.806,,,,,,,,,,,,,40371.0
581953790,World,2047382.0,2020,258.858,38165.0,4.825,,,,,,,,,,,,,39665.0
522101886,World,2042132.0,2020,258.194,37714.0,4.768,,,,,,,,,,,,,39988.0
799062154,World,2040392.0,2020,257.974,37652.0,4.76,,,,,,,,,,,,,39755.0
486248322,World,2050543.0,2020,259.257,40371.0,5.104,,,,,,,,,,,,,37281.0
967094556,World,2075165.0,2020,262.37,39813.0,5.034,,,,,,,,,,,,,37583.0
460408044,World,2123502.0,2020,268.482,39988.0,5.056,,,,,,,,,,,,,37389.0
630466986,World,2156608.0,2020,272.668,39755.0,5.026,,,,,,,,,,,,,36922.0
558108532,World,2181209.0,2020,275.778,39206.0,4.957,,,,,,,,,,,,,37219.0
590466679,World,2221214.0,2020,280.836,36689.0,4.639,,,,,,,,,,,,,37034.0
963035540,World,2251964.0,2020,284.724,37281.0,4.714,,,,,,,,,,,,,37031.0
690722743,World,2310345.0,2020,292.105,37441.0,4.734,,,,,,,,,,,,,37836.0
219157891,World,2317962.0,2020,293.068,37389.0,4.727,,,,,,,,,,,,,38212.0
598339649,World,2321213.0,2020,293.479,36922.0,4.668,,,,,,,,,,,,,39467.0
159660565,World,2352404.0,2020,297.423,37219.0,4.706,,,,,,,,,,,,,40138.0
926042251,World,2400078.0,2020,303.45,37034.0,4.682,,,,,,,,,,,,,39846.0
946711029,World,2450311.0,2020,309.801,37031.0,4.682,,,,,,,,,,,,,40758.0
646674581,World,2466789.0,2020,311.885,37836.0,4.784,,,,,,,,,,,,,40937.0
704182856,World,2508394.0,2020,317.145,37559.0,4.749,,,,,,,,,,,,,41360.0
284998553,World,2593339.0,2020,327.885,38212.0,4.831,,,,,,,,,,,,,42268.0
520210232,World,2662480.0,2020,336.627,39467.0,4.99,,,,,,,,,,,,,43100.0
187321801,World,2796127.0,2020,353.524,39846.0,5.038,,,,,,,,,,,,,44742.0
778726260,World,2879171.0,2020,364.024,40758.0,5.153,,,,,,,,,,,,,45327.0
942515453,World,2963677.0,2020,374.708,40937.0,5.176,,,,,,,,,,,,,46077.0
546057569,World,3101032.0,2020,392.074,42268.0,5.344,,,,,,,,,,,,,47419.0
328091376,World,3260667.0,2020,412.258,43432.0,5.491,,,,,,,,,,,,,52435.0
755521515,World,3329174.0,2020,420.919,44742.0,5.657,,,,,,,,,,,,,53913.0
153176629,World,3406837.0,2020,430.738,45327.0,5.731,,,,,,,,,,,,,55371.0
219041523,World,3422892.0,2020,432.768,46077.0,5.826,,,,,,,,,,,,,56529.0
719303896,World,3502342.0,2020,442.813,46936.0,5.934,,,,,,,,,,,,,57491.0
256102057,World,3565441.0,2020,450.791,47419.0,5.995,,,,,,,,,,,,,58656.0
269207722,World,3746442.0,2020,473.676,53913.0,6.816,,,,,,,,,,,,,60514.0
778513443,World,3796463.0,2020,480.0,55371.0,7.001,,,,,,,,,,,,,61200.0
232164893,World,3975093.0,2020,502.585,57491.0,7.269,,,,,,,,,,,,,63088.0
524097014,World,3940912.0,2020,498.263,58938.0,7.452,,,,,,,,,,,,,64830.0
363672559,World,4026905.0,2020,509.136,59390.0,7.509,,,,,,,,,,,,,65711.0
720520258,World,4048868.0,2020,511.913,60514.0,7.651,,,,,,,,,,,,,67069.0
533523475,World,4089448.0,2020,517.043,61200.0,7.738,,,,,,,,,,,,,68985.0
953915633,World,4078809.0,2020,515.698,63088.0,7.976,,,,,,,,,,,,,69913.0
980532167,World,4123998.0,2020,521.412,65711.0,8.308,,,,,,,,,,,,,72732.0
542321512,World,4151892.0,2020,524.938,68985.0,8.722,,,,,,,,,,,,,72340.0
725012259,World,4166562.0,2020,526.793,69913.0,8.839,,,,,,,,,,,,,72458.0
858976161,World,4174812.0,2020,527.836,70484.0,8.912,,,,,,,,,,,,,72864.0
369777915,World,4159806.0,2020,525.939,72732.0,9.196,,,,,,,,,,,,,73380.0
425379836,World,4099086.0,2020,518.262,72572.0,9.176,,,,,,,,,,,,,75053.0
145698332,World,4119246.0,2020,520.811,72340.0,9.146,,,,,,,,,,,,,75971.0
194003168,World,4132762.0,2020,522.52,72643.0,9.185,,,,,,,,,,,,,77106.0
680457941,World,4129629.0,2020,522.124,72458.0,9.161,,,,,,,,,,,,,77629.0
389915424,World,4101353.0,2020,518.548,72864.0,9.212,,,,,,,,,,,,,77354.0
563444119,World,4148513.0,2020,524.511,73380.0,9.278,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,77091.0
958550508,World,4246307.0,2020,536.876,75053.0,9.489,0.0,0.0,,,1.0,0.0,0.0,,,0.0,1.0,0.0,76922.0
468761248,World,4248127.0,2020,537.106,75971.0,9.605,1.0,1.0,,,1.0,0.0,0.0,,,0.0,1.0,0.0,77648.0
993915047,World,4284262.0,2020,541.674,77106.0,9.749,1.0,1.0,,,1.0,0.0,0.0,,,0.0,1.0,0.0,77953.0
148844298,World,4333098.0,2020,547.849,77629.0,9.815,1.0,1.0,,,1.0,0.0,0.0,,,0.0,1.0,0.0,78095.0
678442432,World,4364203.0,2020,551.782,77354.0,9.78,2.0,2.0,,,1.0,0.0,0.0,,,0.0,1.0,0.0,78496.0
129836355,World,4381239.0,2020,553.935,76873.0,9.719,8.0,8.0,,,1.0,0.0,0.0,,,0.0,1.0,0.0,79678.0
470461230,World,4407468.0,2020,557.252,77091.0,9.747,10.0,10.0,,,1.0,0.0,0.0,,,0.0,1.0,0.0,80910.0
224371558,World,4400583.0,2020,556.381,77648.0,9.817,16.0,16.0,,,1.0,0.0,0.0,,,0.0,1.0,0.0,81429.0
105769270,World,4406617.0,2020,557.144,77953.0,9.856,17.0,17.0,,,1.0,0.0,0.0,,,0.0,1.0,0.0,81866.0
888927956,World,4401227.0,2020,556.463,78095.0,9.874,35647.0,29152.0,7425.0,,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,82041.0
692158819,World,4417781.0,2020,558.556,78496.0,9.925,40330.0,33668.0,7565.0,,4679.0,0.0,0.0,0.0,,1.0,4512.0,0.0,82250.0
235232640,World,4487887.0,2020,567.419,80910.0,10.23,1779065.0,266515.0,8318.0,,262997.0,0.02,0.0,0.0,,33.0,73478.0,0.001,82674.0
915746346,World,4554209.0,2020,575.805,81609.0,10.318,2057367.0,538177.0,9091.0,,314765.0,0.03,0.01,0.0,,40.0,124091.0,0.002,81696.0
805449786,World,4555265.0,2020,575.938,81866.0,10.351,2664507.0,1132176.0,11428.0,,374649.0,0.03,0.01,0.0,,47.0,182843.0,0.002,73815.0
328732078,World,4558880.0,2020,576.395,82250.0,10.399,3196917.0,1655047.0,13734.0,,434969.0,0.04,0.02,0.0,,55.0,242440.0,0.003,73468.0
337091278,World,4562772.0,2020,576.887,82841.0,10.474,3721019.0,2169865.0,16756.0,,502746.0,0.05,0.03,0.0,,64.0,309091.0,0.004,74304.0
222534390,World,4527306.0,2020,572.403,82674.0,10.453,4407687.0,2844548.0,19986.0,,583168.0,0.06,0.04,0.0,,74.0,387082.0,0.005,76074.0
213403528,World,4482384.0,2020,566.724,81696.0,10.329,4703189.0,3135089.0,21167.0,,601073.0,0.06,0.04,0.0,,76.0,405230.0,0.005,77527.0
954017631,World,3966907.0,2020,501.55,73468.0,9.289,5984475.0,4391305.0,27353.0,,656348.0,0.08,0.06,0.0,,83.0,460603.0,0.006,79739.0
275164452,World,4174523.0,2020,527.8,77527.0,9.802,11875406.0,7231498.0,44680.0,1.0,897447.0,0.15,0.09,0.0,0.0,113.0,690726.0,0.009,81042.0
857254713,World,4424216.0,2021,559.369,79456.0,10.046,13722790.0,9050886.0,58460.0,9.0,1079269.0,0.17,0.11,0.0,0.0,136.0,735617.0,0.009,92754.0
515683834,World,4553174.0,2021,575.674,80332.0,10.157,17002186.0,11343354.0,191881.0,15.0,1303377.0,0.21,0.14,0.0,0.0,165.0,851085.0,0.011,94477.0
725478352,World,4619286.0,2021,584.033,79640.0,10.069,18569106.0,12578084.0,366880.0,23.0,1397939.0,0.23,0.16,0.0,0.0,177.0,845521.0,0.011,96212.0
844503137,World,4649535.0,2021,587.857,81042.0,10.246,20361402.0,14002427.0,650359.0,27.0,1581369.0,0.26,0.18,0.01,0.0,200.0,928498.0,0.012,96742.0
139918731,World,4898160.0,2021,619.292,86573.0,10.946,22340023.0,15533589.0,1017724.0,34.0,1795816.0,0.28,0.2,0.01,0.0,227.0,1080670.0,0.014,96858.0
655241768,World,5074548.0,2021,641.593,91460.0,11.564,27774602.0,16208576.0,1148203.0,37.0,1868557.0,0.35,0.2,0.01,0.0,236.0,1124437.0,0.014,97410.0
807454550,World,5214189.0,2021,659.248,92897.0,11.745,32884057.0,21143894.0,2231112.0,47.0,2049848.0,0.42,0.27,0.03,0.0,259.0,1351562.0,0.017,97649.0
346510609,World,5164515.0,2021,652.968,94477.0,11.945,35051316.0,22804513.0,2600827.0,86.0,2126041.0,0.44,0.29,0.03,0.0,269.0,1417896.0,0.018,96538.0
304553041,World,5117486.0,2021,647.022,96212.0,12.164,38799355.0,25064286.0,2948521.0,89.0,2247143.0,0.49,0.32,0.04,0.0,284.0,1540073.0,0.019,97947.0
372510660,World,5006054.0,2021,632.933,96742.0,12.231,41721358.0,27337825.0,3167296.0,100.0,2676489.0,0.53,0.35,0.04,0.0,338.0,1653243.0,0.021,99616.0
326928137,World,4953955.0,2021,626.346,96858.0,12.246,44720517.0,29681210.0,3339459.0,102.0,2810555.0,0.57,0.38,0.04,0.0,355.0,1742916.0,0.022,100062.0
344355013,World,4854040.0,2021,613.713,97410.0,12.316,46540746.0,31090939.0,3443553.0,104.0,3005882.0,0.59,0.39,0.04,0.0,380.0,1984424.0,0.025,100768.0
805978901,World,4682457.0,2021,592.02,97649.0,12.346,50185959.0,33806617.0,4000352.0,132.0,3101625.0,0.63,0.43,0.05,0.0,392.0,1979832.0,0.025,101563.0
765090878,World,4435741.0,2021,560.826,99616.0,12.595,65013411.0,41104507.0,5875010.0,181.0,3574583.0,0.82,0.52,0.07,0.0,452.0,2153213.0,0.027,102123.0
195864882,World,4133731.0,2021,522.642,101563.0,12.841,76381084.0,49836033.0,7820106.0,240.0,4237769.0,0.97,0.63,0.1,0.0,536.0,2398310.0,0.03,99845.0
692378629,World,4102180.0,2021,518.653,103568.0,13.094,87670136.0,52099706.0,8823858.0,276.0,4389011.0,1.11,0.66,0.11,0.0,555.0,2405090.0,0.03,97341.0
359490609,World,4016518.0,2021,507.822,102839.0,13.002,91723025.0,54877277.0,9865127.0,296.0,4450381.0,1.16,0.69,0.12,0.0,563.0,2462908.0,0.031,96094.0
170337097,World,3962397.0,2021,500.98,102123.0,12.912,96324009.0,58059611.0,10919791.0,331.0,4461904.0,1.22,0.73,0.14,0.0,564.0,2537078.0,0.032,92489.0
367972059,World,3887924.0,2021,491.564,101833.0,12.875,101163687.0,61494015.0,11898430.0,374.0,4492637.0,1.28,0.78,0.15,0.0,568.0,2561580.0,0.032,93994.0
752703847,World,3825638.0,2021,483.689,100668.0,12.728,104032853.0,63534593.0,12429901.0,394.0,4421467.0,1.32,0.8,0.16,0.0,559.0,2597650.0,0.033,92409.0
608241353,World,3760194.0,2021,475.415,100676.0,12.729,107130768.0,64617335.0,12913023.0,401.0,4310727.0,1.35,0.82,0.16,0.0,545.0,2605950.0,0.033,90653.0
493668116,World,3625613.0,2021,458.399,97341.0,12.307,114329599.0,68952501.0,15102284.0,503.0,4672559.0,1.45,0.87,0.19,0.0,591.0,2582531.0,0.033,89952.0
342785743,World,3549630.0,2021,448.792,96094.0,12.15,126325233.0,71943765.0,16531669.0,624.0,5085388.0,1.6,0.91,0.21,0.0,643.0,2621511.0,0.033,87923.0
318706433,World,3406593.0,2021,430.708,92489.0,11.694,131679632.0,75344796.0,18080375.0,669.0,5368689.0,1.66,0.95,0.23,0.0,679.0,2641527.0,0.033,88847.0
